id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2744460,2016-02-07 11:27:05,2016-02-07,2016-02-07 16:27:05 UTC,Eastern Time (US & Canada),,12158,erikamitchell,2016-03-04 21:46:22 UTC,2016-03-11 03:25:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2744460,https://static.inaturalist.org/photos/3100496/medium.jpg?1457127985,,"Calais, Canada mayflower, Chickering Bog, Maianthemum canadense, Plant, VT Atlas of Life, Vermont","",false,1,0,false,,"Washington, Vermont, United States",44.324765,-72.4734083333,,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2873478,2016-03-30 12:43:44,2016-03-30,2016-03-30 16:43:44 UTC,Eastern Time (US & Canada),,77467,celticcail,2016-04-03 16:56:44 UTC,2017-04-30 03:14:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2873478,https://static.inaturalist.org/photos/3280217/medium.JPG?1459702607,,"","",false,1,0,false,,"Turkey Mountain, Montville, NJ",40.945875,-74.387137,99,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2903015,2016-04-07,2016-04-07,,Eastern Time (US & Canada),,35078,srall,2016-04-09 02:17:54 UTC,2017-01-17 20:30:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2903015,https://static.inaturalist.org/photos/3320621/medium.JPG?1460168276,,"","",false,1,0,false,,"Nomahegan Park, Cranford, NJ",40.670451,-74.318798,223,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2936307,2016-04-11,2016-04-11,,Eastern Time (US & Canada),,35078,srall,2016-04-14 22:50:13 UTC,2017-01-15 02:03:46 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2936307,https://static.inaturalist.org/photos/3365510/medium.JPG?1460674216,,"","",false,1,0,false,,"Lonontaka Brook Reservation, Chatham, NJ",40.755076,-74.443864,131,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2943732,2016-04-15 5:54:50 PM EDT,2016-04-15,2016-04-15 21:54:50 UTC,Eastern Time (US & Canada),,131957,flosi,2016-04-16 01:56:00 UTC,2017-04-28 21:36:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2943732,https://static.inaturalist.org/photos/3375657/medium.jpeg?1460771861,,,,false,1,0,false,2,"Bridle Trail Bedford, OH 44146",41.38814673,-81.54142582,10,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2949820,2016-04-16,2016-04-16,,Eastern Time (US & Canada),,76331,khimmler,2016-04-16 20:06:46 UTC,2018-05-09 14:05:46 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2949820,https://static.inaturalist.org/photos/3383138/medium.JPG?1460837215,,"","",false,1,0,false,,Great Swamp NWR,40.713533,-74.464286,,,,false,,"",Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2958758,2016-04-16 12:13:17,2016-04-16,2016-04-16 16:13:17 UTC,Eastern Time (US & Canada),,77467,celticcail,2016-04-17 19:32:57 UTC,2018-05-09 14:05:44 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2958758,https://static.inaturalist.org/photos/3395406/medium.JPG?1460921579,,,"",false,2,0,false,,"Great Swamp National Wildlife Refuge, NJ",40.712817,-74.488061,,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2961628,2016-04-16,2016-04-16,,Eastern Time (US & Canada),,35078,srall,2016-04-18 01:23:53 UTC,2017-01-05 11:42:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2961628,https://static.inaturalist.org/photos/3399278/medium.JPG?1460942637,,"","",false,1,0,false,,"Washington Valley Park, Bridgewater, NJ",40.615337,-74.595044,364,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2975617,Tue Apr 19 2016 12:32:47 GMT-0400 (EDT),2016-04-19,2016-04-19 16:32:47 UTC,Eastern Time (US & Canada),,130834,jhafstad,2016-04-19 19:36:04 UTC,2016-04-19 22:24:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2975617,https://static.inaturalist.org/photos/3419642/medium.jpg?1461094572,,,,false,1,0,false,3,"Somerset County, US-NJ, US",40.5519634998,-74.6213017312,5,,,false,,,Wild Lily-of-the-Valley,Maianthemum canadense,Canada mayflower,Plantae,67748
2987641,Wed Apr 20 2016 17:07:54 GMT-0400 (EDT),2016-04-20,2016-04-20 21:07:54 UTC,Eastern Time (US & Canada),,16559,backyarder,2016-04-21 01:02:34 UTC,2018-11-24 20:35:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2987641,https://static.inaturalist.org/photos/3435225/medium.jpg?1461200560,,"",,true,2,0,false,3,"647 Concord Ave, Belmont, MA, US",42.399075,-71.1832366667,,,,false,,,Canada mayflower,Maianthemum canadense,Canada mayflower,Plantae,67748
