#
# Transition date estimate for uiefprairie
#
# Site: uiefprairie
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2008
# Year max: 2019
# Final Processing Date: 2019-09-16
# Final Processing Time: 15:57:22
# Spline RMSE gcc_mean: 0.00374
# Spline RMSE gcc_50: 0.00432
# Spline RMSE gcc_75: 0.00422
# Spline RMSE gcc_90: 0.00379
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
uiefprairie,GR,1000,rising,gcc_90,2009-04-14,2009-04-21,2009-04-29,2009-04-11,2009-04-20,2009-04-27,2009-04-17,2009-04-23,2009-04-30,0.35233,0.36825,0.39763,0.34227,0.45083
uiefprairie,GR,1000,rising,gcc_90,2010-04-02,2010-04-08,2010-04-18,2010-03-31,2010-04-07,2010-04-16,2010-04-05,2010-04-10,2010-04-19,0.34729,0.3639,0.3983,0.33679,0.45743
uiefprairie,GR,1000,rising,gcc_90,2011-04-10,2011-04-20,2011-05-01,2011-04-06,2011-04-19,2011-04-29,2011-04-14,2011-04-23,2011-05-02,0.34895,0.3638,0.39518,0.33816,0.44903
uiefprairie,GR,1000,rising,gcc_90,2012-03-19,2012-03-26,2012-04-04,2012-03-16,2012-03-25,2012-04-02,2012-03-22,2012-03-28,2012-04-22,0.34683,0.36168,0.38898,0.33712,0.44078
uiefprairie,GR,1000,rising,gcc_90,2013-04-12,2013-04-25,2013-05-03,2013-04-07,2013-04-23,2013-05-01,2013-04-18,2013-04-27,2013-05-04,0.3458,0.36038,0.38808,0.33577,0.43845
uiefprairie,GR,1000,rising,gcc_90,2014-04-18,2014-04-28,2014-05-07,2014-04-14,2014-04-27,2014-05-05,2014-04-22,2014-05-01,2014-05-08,0.34586,0.36011,0.38886,0.33616,0.44007
uiefprairie,GR,1000,rising,gcc_90,2015-04-10,2015-04-20,2015-05-02,2015-04-08,2015-04-18,2015-04-30,2015-04-13,2015-04-23,2015-05-03,0.34861,0.36384,0.39092,0.3396,0.43978
uiefprairie,GR,1000,rising,gcc_90,2016-04-13,2016-04-19,2016-04-27,2016-04-08,2016-04-18,2016-04-25,2016-04-16,2016-04-21,2016-04-28,0.34639,0.36049,0.38834,0.33649,0.43741
uiefprairie,GR,1000,rising,gcc_90,2017-04-07,2017-04-11,2017-04-18,2017-04-05,2017-04-10,2017-04-16,2017-04-10,2017-04-13,2017-04-19,0.34193,0.35439,0.37905,0.33484,0.42153
uiefprairie,GR,1000,rising,gcc_90,2018-05-11,2018-05-17,2018-05-25,2018-05-06,2018-05-16,2018-05-23,2018-05-14,2018-05-20,2018-05-26,0.34207,0.35307,0.37853,0.335,0.41649
uiefprairie,GR,1000,rising,gcc_90,2019-04-22,2019-05-06,2019-05-20,2019-02-19,2019-05-03,2019-05-17,2019-04-29,2019-05-10,2019-05-21,0.33547,0.34718,0.37091,0.32764,0.40955
uiefprairie,GR,1000,rising,gcc_75,2009-04-14,2009-04-20,2009-04-29,2009-04-11,2009-04-19,2009-04-27,2009-04-17,2009-04-23,2009-04-30,0.34908,0.3625,0.39483,0.33863,0.44629
uiefprairie,GR,1000,rising,gcc_75,2010-04-02,2010-04-08,2010-04-18,2010-03-31,2010-04-07,2010-04-16,2010-04-04,2010-04-10,2010-04-19,0.34543,0.36125,0.39542,0.33474,0.45082
uiefprairie,GR,1000,rising,gcc_75,2011-04-09,2011-04-20,2011-05-01,2011-04-06,2011-04-19,2011-04-29,2011-04-13,2011-04-23,2011-05-02,0.34641,0.36167,0.3919,0.33639,0.44462
uiefprairie,GR,1000,rising,gcc_75,2012-03-19,2012-03-26,2012-04-04,2012-03-16,2012-03-25,2012-04-02,2012-03-23,2012-03-28,2012-04-21,0.34371,0.35847,0.38591,0.33481,0.43613
uiefprairie,GR,1000,rising,gcc_75,2013-04-12,2013-04-25,2013-05-03,2013-04-07,2013-04-23,2013-05-01,2013-04-18,2013-04-27,2013-05-04,0.34425,0.35866,0.38604,0.33434,0.43438
uiefprairie,GR,1000,rising,gcc_75,2014-04-19,2014-04-29,2014-05-08,2014-04-15,2014-04-27,2014-05-06,2014-04-23,2014-05-01,2014-05-09,0.34489,0.36003,0.38899,0.33504,0.43579
uiefprairie,GR,1000,rising,gcc_75,2015-04-10,2015-04-20,2015-05-02,2015-04-08,2015-04-17,2015-04-30,2015-04-13,2015-04-23,2015-05-03,0.34648,0.36136,0.38733,0.33801,0.4329
uiefprairie,GR,1000,rising,gcc_75,2016-04-12,2016-04-19,2016-04-27,2016-04-04,2016-04-17,2016-04-25,2016-04-15,2016-04-21,2016-04-28,0.34416,0.35854,0.38541,0.33451,0.43123
uiefprairie,GR,1000,rising,gcc_75,2017-04-07,2017-04-11,2017-04-18,2017-04-05,2017-04-10,2017-04-16,2017-04-09,2017-04-13,2017-04-19,0.34005,0.35247,0.37694,0.3328,0.41645
uiefprairie,GR,1000,rising,gcc_75,2018-05-11,2018-05-17,2018-05-25,2018-05-06,2018-05-16,2018-05-23,2018-05-14,2018-05-20,2018-05-26,0.34072,0.35137,0.37397,0.33386,0.41014
uiefprairie,GR,1000,rising,gcc_75,2019-04-24,2019-05-07,2019-05-20,2019-02-21,2019-05-03,2019-05-17,2019-04-29,2019-05-11,2019-05-21,0.33501,0.34675,0.36842,0.32725,0.40566
uiefprairie,GR,1000,rising,gcc_50,2009-04-13,2009-04-20,2009-04-29,2009-04-10,2009-04-19,2009-04-27,2009-04-16,2009-04-22,2009-04-30,0.34507,0.35962,0.39135,0.33484,0.44208
uiefprairie,GR,1000,rising,gcc_50,2010-04-02,2010-04-08,2010-04-18,2010-04-01,2010-04-07,2010-04-16,2010-04-05,2010-04-10,2010-04-19,0.34233,0.35819,0.39113,0.33308,0.44612
uiefprairie,GR,1000,rising,gcc_50,2011-04-09,2011-04-20,2011-05-01,2011-04-06,2011-04-18,2011-04-29,2011-04-12,2011-04-22,2011-05-02,0.34423,0.35938,0.38764,0.33395,0.43825
uiefprairie,GR,1000,rising,gcc_50,2012-03-20,2012-03-26,2012-04-04,2012-03-18,2012-03-25,2012-04-02,2012-03-23,2012-03-28,2012-04-06,0.34092,0.35451,0.38254,0.33165,0.43074
uiefprairie,GR,1000,rising,gcc_50,2013-04-11,2013-04-24,2013-05-03,2013-04-08,2013-04-23,2013-05-01,2013-04-15,2013-04-27,2013-05-04,0.34117,0.35373,0.38166,0.33214,0.42586
uiefprairie,GR,1000,rising,gcc_50,2014-04-21,2014-04-29,2014-05-07,2014-04-18,2014-04-27,2014-05-06,2014-04-24,2014-05-01,2014-05-08,0.34288,0.35718,0.38158,0.33365,0.42882
uiefprairie,GR,1000,rising,gcc_50,2015-04-08,2015-04-17,2015-05-01,2015-04-06,2015-04-14,2015-04-29,2015-04-11,2015-04-20,2015-05-02,0.34091,0.35526,0.37908,0.33253,0.4237
uiefprairie,GR,1000,rising,gcc_50,2016-04-11,2016-04-18,2016-04-27,2016-04-05,2016-04-17,2016-04-25,2016-04-14,2016-04-20,2016-04-28,0.34112,0.3529,0.38005,0.33215,0.4229
uiefprairie,GR,1000,rising,gcc_50,2017-04-07,2017-04-11,2017-04-18,2017-04-06,2017-04-10,2017-04-16,2017-04-09,2017-04-13,2017-04-19,0.33728,0.34899,0.37317,0.33075,0.41145
uiefprairie,GR,1000,rising,gcc_50,2018-05-11,2018-05-18,2018-05-25,2018-05-05,2018-05-16,2018-05-23,2018-05-14,2018-05-20,2018-05-26,0.33806,0.34892,0.36818,0.3322,0.39946
uiefprairie,GR,1000,rising,gcc_50,2019-04-24,2019-05-07,2019-05-20,2019-02-23,2019-05-04,2019-05-17,2019-04-29,2019-05-11,2019-05-21,0.33335,0.34433,0.36446,0.32648,0.39957
uiefprairie,GR,1000,rising,gcc_mean,2009-04-14,2009-04-20,2009-04-29,2009-04-13,2009-04-19,2009-04-27,2009-04-17,2009-04-22,2009-04-30,0.34465,0.35842,0.39093,0.33547,0.43876
uiefprairie,GR,1000,rising,gcc_mean,2010-04-02,2010-04-08,2010-04-17,2010-04-01,2010-04-07,2010-04-15,2010-04-04,2010-04-10,2010-04-18,0.34238,0.358,0.38793,0.33277,0.44142
uiefprairie,GR,1000,rising,gcc_mean,2011-04-10,2011-04-20,2011-05-01,2011-04-08,2011-04-19,2011-04-29,2011-04-13,2011-04-22,2011-05-02,0.34409,0.35863,0.38736,0.33435,0.43565
uiefprairie,GR,1000,rising,gcc_mean,2012-03-20,2012-03-26,2012-04-03,2012-03-18,2012-03-25,2012-04-02,2012-03-22,2012-03-28,2012-04-05,0.34099,0.35406,0.37975,0.3318,0.42761
uiefprairie,GR,1000,rising,gcc_mean,2013-04-11,2013-04-24,2013-05-03,2013-04-08,2013-04-23,2013-05-01,2013-04-15,2013-04-26,2013-05-04,0.34091,0.35298,0.3812,0.33237,0.42382
uiefprairie,GR,1000,rising,gcc_mean,2014-04-21,2014-04-28,2014-05-07,2014-04-18,2014-04-27,2014-05-05,2014-04-23,2014-04-30,2014-05-08,0.34244,0.35411,0.38168,0.3333,0.4248
uiefprairie,GR,1000,rising,gcc_mean,2015-04-08,2015-04-17,2015-05-01,2015-04-07,2015-04-15,2015-04-29,2015-04-11,2015-04-20,2015-05-02,0.34049,0.35447,0.3792,0.333,0.42236
uiefprairie,GR,1000,rising,gcc_mean,2016-04-12,2016-04-18,2016-04-26,2016-04-09,2016-04-17,2016-04-25,2016-04-15,2016-04-20,2016-04-27,0.34116,0.35215,0.37715,0.33276,0.42025
uiefprairie,GR,1000,rising,gcc_mean,2017-04-07,2017-04-11,2017-04-18,2017-04-06,2017-04-10,2017-04-16,2017-04-09,2017-04-13,2017-04-19,0.33719,0.34877,0.37255,0.33085,0.40811
uiefprairie,GR,1000,rising,gcc_mean,2018-05-11,2018-05-18,2018-05-25,2018-05-05,2018-05-16,2018-05-23,2018-05-14,2018-05-20,2018-05-26,0.33824,0.34806,0.36614,0.33198,0.39767
uiefprairie,GR,1000,rising,gcc_mean,2019-04-24,2019-05-07,2019-05-20,2019-04-16,2019-05-05,2019-05-18,2019-04-29,2019-05-10,2019-05-21,0.33347,0.34358,0.36321,0.32649,0.3972
uiefprairie,GR,1000,falling,gcc_90,2018-07-22,2018-07-18,2018-07-12,2018-07-25,2018-07-19,2018-07-14,2018-07-21,2018-07-16,2018-07-11,0.35269,0.36259,0.38263,0.34724,0.41659
uiefprairie,GR,1000,falling,gcc_90,2017-09-23,2017-09-05,2017-08-13,2017-09-28,2017-09-09,2017-08-19,2017-09-16,2017-08-30,2017-08-09,0.35367,0.36386,0.38278,0.34651,0.41858
uiefprairie,GR,1000,falling,gcc_90,2016-10-09,2016-09-15,2016-08-14,2016-10-14,2016-09-23,2016-08-19,2016-10-04,2016-09-10,2016-08-04,0.34427,0.35947,0.38409,0.33544,0.43211
uiefprairie,GR,1000,falling,gcc_90,2015-09-19,2015-08-30,2015-08-14,2015-09-22,2015-09-10,2015-08-17,2015-09-15,2015-08-25,2015-08-11,0.35409,0.36778,0.39114,0.34584,0.43589
